About,A propos
"The ""Receive Details"" action is started. Please wait...",La tâche « Réception des détails » a démarré. Veuillez patienter...
"The ""Receive Details"" action is finished. Please wait...",La tâche « Réception des détails » est terminée. Veuillez patienter...
"The ""Receive Details"" action for marketplace: ""%s"" is started. Please wait...",La tâche « Réception des détails » pour la place de marché %s a démarré. Veuillez patienter...
"The ""Receive Details"" action for marketplace ""%s"" is in data processing mode. Please wait...",La tâche « Réception des détails » pour la place de marché %s est en cours de traitement. Veuillez patienter...
"The ""Receive Details"" action for marketplace: ""%mrk%""  has been successfully completed.",La tâche « Réception des détails » pour la place de marché %mrk% est terminée.
"The ""Receive Parts Compatibility"" action is started. Please wait...",La tâche « Réception des données de compatibilité des pièces » a démarré. Veuillez patienter...
"The ""Receive Parts Compatibility"" action is finished. Please wait...",La tâche « Réception des données de compatibilité des pièces » est terminée. Veuillez patienter...
"Task ""Marketplaces Synchronization"" is started. Please wait...",La tâche « Synchronisation des places de marché » a démarré. Veuillez patienter...
"Task ""Marketplaces Synchronization"" is finished. Please wait...",La tâche « Synchronisation des places de marché » est terminée. Veuillez patienter...
"Task ""Messages Synchronization"" is started. Please wait...",La tâche « Synchronisation des messages » a démarré. Veuillez patienter...
"Task ""Messages Synchronization"" is finished. Please wait...",La tâche « Synchronisation des messages » est terminée. Veuillez patienter...
"Task ""Orders Cancellation Synchronization"" is started. Please wait...",La tâche « Synchronisation de l'annulation des commandes » a démarré. Veuillez patienter...
"Task ""Orders Cancellation Synchronization"" is finished. Please wait...",La tâche « Synchronisation de l'annulation des commandes » est terminée. Veuillez patienter...
"Task ""Orders Cancellation Synchronization"" for eBay account: ""%s"" is started. Please wait...",La tâche « Synchronisation de l'annulation des commandes » pour le compte eBay %s a démarré. Veuillez patienter...
Reservation period cannot be less than 1 day.,La période de réservation ne peut pas être inférieure à un jour.
"Task ""Orders Synchronization"" is started. Please wait...",La tâche « Synchronisation des commandes » a démarré. Veuillez patienter...
"Task ""Orders Synchronization"" is finished. Please wait...",La tâche « Synchronisation des commandes » est terminée. Veuillez patienter...
"Task ""Orders Synchronization"" for eBay account: ""%s"" is started. Please wait...",La tâche « Synchronisation des commandes » pour le compte eBay %s a démarré. Veuillez patienter...
"Task ""Orders Synchronization"" for eBay account: ""%acc%"" is in data processing state. Please wait...",La tâche « Synchronisation des commandes » pour le compte eBay %acc% traite actuellement les données. Veuillez patienter...
"Task ""Orders Synchronization"" for eBay account: ""%s"" is in order creation state.. Please wait...",La tâche « Synchronisation des commandes » pour le compte eBay %s crée actuellement les commandes. Veuillez patienter...
"The ""Relist"" action is started. Please wait...",La tâche « Remettre en vente » a démarré. Veuillez patienter...
"The ""Relist"" action is finished. Please wait...",La tâche « Remettre en vente » est terminée. Veuillez patienter...
"The ""Revise"" action is started. Please wait...",La tâche « Modifier » a démarré. Veuillez patienter...
"The ""Revise"" action is finished. Please wait...",La tâche « Modifier » est terminée. Veuillez patienter...
"The ""Stop"" action is started. Please wait...",La tâche « Interrompre » a démarré. Veuillez patienter...
"The ""Stop"" action is finished. Please wait...",La tâche « Interrompre » est terminée. Veuillez patienter...
"Task ""Update 3rd Party Listings"" has completed with errors. View %sl%listings log%el% for details.",La tâche « Mise à jour des annonces tierces » s'est terminée avec des erreurs. Consultez le %sl%journal des annonces%el% pour plus de détails.
"Task ""Update 3rd Party Listings"" has completed with warnings. View %sl%listings log%el% for details.",La tâche « Mise à jour des annonces tierces » s'est terminée avec des avertissements. Consultez le %sl%journal des annonces%el% pour plus de détails.
"The ""Update 3rd Party Listings"" action is started. Please wait...",La tâche « Mise à jour des annonces tierces » a démarré. Veuillez patienter...
"The ""Update 3rd Party Listings"" action is finished. Please wait...",La tâche « Mise à jour des annonces tierces » est terminée. Veuillez patienter...
"Task ""3rd Party Listings Synchronization"" for eBay account: ""%s"" is started. Please wait...",La tâche « Synchronisation des annonces tierces » pour le compte eBay %s a démarré. Veuillez patienter...
"Task ""3rd Party Listings Synchronization"" is started. Please wait...",La tâche « Synchronisation des annonces tierces » a démarré. Veuillez patienter...
"Task ""3rd Party Listings Synchronization"" is finished. Please wait...",La tâche « Synchronisation des annonces tierces » est terminée. Veuillez patienter...
"The ""Final"" action is started. Please wait...",La tâche « Final » a démarré. Veuillez patienter...
"The ""Final"" action is finished. Please wait...",La tâche « Final » est terminée. Veuillez patienter...
"The ""Initial"" action is started. Please wait...",La tâche « Initial » a démarré. Veuillez patienter...
"The ""Initial"" action is finished. Please wait...",La tâche « Initial » est terminée. Veuillez patienter...
"Task ""Templates Synchronization"" has completed with errors. View %sl%listings log%el% for details.",La tâche « Synchronisation des modèles » s'est terminée avec des erreurs. Consultez le %sl%journal des annonces%el% pour plus de détails.
"Task ""Templates Synchronization"" has completed with warnings. View %sl%listings log%el% for details.",La tâche « Synchronisation des modèles » s'est terminée avec des avertissements. Consultez le %sl%journal des annonces%el% pour plus de détails.
"Task ""Templates Synchronization"" is started. Please wait...",La tâche « Synchronisation des modèles » a démarré. Veuillez patienter...
"Task ""Templates Synchronization"" is finished. Please wait...",La tâche « Synchronisation des modèles » est terminée. Veuillez patienter...
Unknown product details name,Détails du produit : nom inconnu
product(s),produit(s)
M2E Pro,M2E Pro
eBay Accounts,Comptes eBay
Account does not exist.,Le compte n'existe pas.
The eBay token obtaining is currently unavailable.<br />Reason: %s,L'obtention du jeton eBay n'est pas disponible pour le moment.<br />Motif : %s
Account was successfully saved,Le compte a été enregistré
Account is not added or updated. Try again later.,Le compte n'a pas été ajouté ou modifié. Veuillez réessayer ultérieurement.
Communication,Communication
Feedback is not defined.,Les évaluations ne sont pas définies.
Requested order was not found.,La commande demandée est introuvable.
Item's Marketplace is Unknown.,La place de marché de l'objet est inconnue.
Manage Listings,Gérer les annonces
eBay Listings,Annonces eBay
Requested eBay Item ID is not found.,Le numéro de l'objet eBay demandé est introuvable.
Listing was successfully added,L'annonce a été ajoutée
Listing was successfully added.,L'annonce a été ajoutée.
Listing does not exist.,L'annonce n'existe pas.
The listing is locked by another process. Please try again later.,L'annonce est verrouillée par un autre processus. Veuillez réessayer ultérieurement.
The listing was successfully saved.,L'annonce a été enregistrée.
Please select item(s) to remove,Veuillez sélectionner les objets à supprimer
%s listing(s) were successfully deleted,Annonces supprimées : %s
%s listing(s) have listed items and can not be deleted,Annonces comportant des objets mis en vente et ne pouvant pas être supprimées : %s
Listing does not exist..,L'annonce n'existe pas.
The products were added to listing.,Les produits ont été ajoutés à l'annonce.
Item was not moved,L'objet n'a pas été déplacé
Item was successfully moved,L'objet a été déplacé
Required parameters were not selected,Certains paramètres obligatoires n'ont pas été sélectionnés
ePIDs were saved in Compatibility Attribute.,Les codes ePID ont été enregistrés dans l'attribut Compatibilité.
Id required.,Identifiant obligatoire.
Product does not exist.,Le produit n'existe pas.
The item has not mapped product.,L'objet n'a pas de produit mappé.
Product was successfully unmapped.,Le produit a été démappé.
Product already exists in M2E listing(s).,Le produit existe déjà dans des annonces M2E.
Synchronization settings was successfully saved.,Les paramètres de synchronisation ont été enregistrés.
Activity Logs,Journaux d'activité
Sales,Ventes
eBay Orders,Commandes eBay
Order address has been updated.,L'adresse de la commande a été modifiée.
Please select order(s).,Veuillez sélectionner des commandes.
Payment status for selected eBay Order(s) was updated to Paid.,Le statut du paiement des commandes eBay sélectionnées a été remplacé par Payé.
Payment status for selected eBay Order(s) was not updated.,Le statut du paiement des commandes eBay sélectionnées n'a pas été modifié.
Shipping status for selected eBay Order(s) was updated to Shipped.,Le statut de la livraison des commandes eBay sélectionnées a été remplacé par Envoyé.
