About,Info
Change Compatibility Attribute,Kompatibilitätsattribut ändern
Overwrite ePIDs in Compatibility Attribute,ePIDs in Kompatibilitätsattribut überschreiben
Add ePIDs to Compatibility Attribute,ePIDs zu Kompatibilitätsattribut hinzufügen
Show ePIDs,ePIDs anzeigen
Edit Shipping Address,Lieferadresse bearbeiten
Save Order Address,Rechnungsadresse speichern
Sale Date,Verkaufsdatum
Magento Order #,Magento-Bestellnummer
eBay Order #,eBay-Bestellnummer
Items,Artikel
Total Paid,Insgesamt bezahlt
Checkout,Kaufabwicklung
No,Nein
Yes,Ja
Paid,Bezahlt
Shipped,Verschickt
Action,Aktion
View,Ansicht
Create Order,Bestellung erstellen
Mark As Paid,Als „bezahlt“ markieren
Mark As Shipped,Als „verschickt“ markieren
Mark Order(s) as Shipped,Bestellung(en) als „verschickt“ markieren
Mark Order(s) as Paid,Bestellung(en) als „bezahlt“ markieren
Deleted,Gelöscht
Last order action was completed successfully.,Letzte Aktion wurde abgeschlossen.
Last order action was completed with error(s).,Letzte Aktion wurde mit Fehler(n) abgeschlossen.
Last order action was completed with warning(s).,Letzte Aktion wurde mit Warnung(en) abgeschlossen.
Options,Optionen
QTY,Stückzahl
Transaction,Transaktion
Item,Artikel
Transaction #,Transaktionsnr.
Fee,Gebühr
Amount,Betrag
Date,Datum
Incl. Tax,Inkl. Steuer
Excl. Tax,Exkl. Steuer
Product,Produkt
Original Price,Originalpreis
Tax Percent,Steuerprozentsatz
Row Total,Zeilensumme
View on eBay,Bei eBay aufrufen
Create Date,Datum erstellen
View Order Details,Einzelheiten zur Bestellung aufrufen
Mark as Shipped,Als verschickt markieren
Mark as Paid,Als bezahlt markieren
Are you sure that you want to create new Magento Order?,"Sind Sie sicher, dass Sie eine neue Magento-Bestellung erstellen möchten?"
Run Now,Jetzt ausführen
Insert,Einfügen
Select All,Alle auswählen
Confirm,Bestätigen
Show / Hide Editor,Editor anzeigen/ausblenden
Edit%s Description Template,%s Beschreibungsvorlage bearbeiten
Add%s Description Template,% Beschreibungsvorlage hinzufügen
Duplicate,Kopieren
Preview,Vorschau
View Random Product,Beliebiges Produkt aufrufen
Change Category,Kategorie ändern
Reset Category,Kategorie zurücksetzen
Refresh Store Categories,Shop-Kategorien aktualisieren
Add Method,Methode hinzufügen
Remove,Entfernen
Refresh Profiles,Profile aktualisieren
Add Custom Specific,Individuelles Merkmal hinzufügen
Item Specifics,Artikelmerkmale
Listing Upgrades,Zusatzoptionen
Shipping,Versand
Payment,Zahlung
Return Policy,Rücknahmebedingungen
Edit%s General Template,Allgemeine %sVorlage bearbeiten
Add%s General Template,Allgemeine %s-Vorlage hinzufügen
Edit%s Selling Format Template,%s-Angebotsformatvorlage bearbeiten
Add%s Selling Format Template,%s-Angebotsformatvorlage hinzufügen
Edit%s Synchronization Template,%s Synchronisierungsvorlage bearbeiten
Add%s Synchronization Template,%s Synchronisierungsvorlage hinzufügen
Proceed,Weiter
Skip,Überspringen
Complete Configuration,Konfiguration abschließen
Start Configuration,Konfiguration starten
Re-import,Erneut importieren
"No, thanks",Nein danke
eBay DateTime object is null,Das eBay-Zeitangabenobjekt ist null
"Listing ""%listingId%"" locked by other process.",Das Angebot „%listingId%“ ist durch einen anderen Prozess gesperrt.
Relisting,Wiedereinstellen
Revising,Bearbeiten
Stopping,Anhalten
Item is listed or not available,Der Artikel wurde eingestellt oder ist nicht verfügbar
Item was successfully listed,Der Artikel wurde eingestellt
Multiple Item Connector has received empty array,Der Mehrfachartikel-Connector hat ein leeres Array erhalten
Multiple Item Connector has received invalid product data type,Der Mehrfachartikel-Connector hat einen ungültigen Produktdatentyp erhalten
Multiple Item Connector has received products from different listings,Der Mehrfachartikel-Connector hat Produkte aus verschiedenen Angeboten erhalten
"The item either is listed, or not listed yet or not available","Der Artikel wurde entweder eingestellt, noch nicht eingestellt oder nicht verfügbar"
Item already was started on eBay,Der Artikel wurde bereits bei eBay gestartet
Item was successfully relisted,Der Artikel wurde wiedereingestellt
Item is not listed or not available,Der Artikel wurde nicht eingestellt oder ist nicht verfügbar
Variation attributes were changed. Please stop and list product.,Die Variantenattribute wurden geändert. Bitte halten Sie das Produkt an und stellen Sie es ein.
Item was already stopped on eBay,Der Artikel wurde bereits bei eBay angehalten
Item was successfully revised,Der Artikel wurde überarbeitet
variations,Varianten
qty,Stückzahl
price,Preis
title,Artikelbezeichnung
subtitle,Untertitel
description,Beschreibung
was successfully revised,wurde überarbeitet
Item was successfully stopped,Der Artikel wurde angehalten
eBay Order status was not updated. Reason: %msg%,Der Status des eBay-Kaufs wurde nicht aktualisiert. Grund: %msg%
Status of India site orders cannot be updated if the buyer uses PaisaPay payment method.,"Der Status von Käufen auf der indischen Website kann nicht aktualisiert werden, wenn der Käufer PaisaPay als Zahlungsmethode wählt."
Invalid action.,Invalid action.
Payment status for eBay order was not updated. Reason: eBay Failure.,Der Zahlungsstatus der eBay-Bestellung wurde nicht aktualisiert. Grund: Fehler bei eBay.
Payment status for eBay order was updated to Paid.,Der Zahlungsstatus der eBay-Bestellung wurde zu „bezahlt“ aktualisiert.
Shipping status for eBay order was not updated. Reason: eBay Failure.,Der Versandstatus der eBay-Bestellung wurde nicht aktualisiert. Grund: Fehler bei eBay.
"Tracking number ""%num%"" for ""%code%"" has been sent to eBay.",Die Sendungsnummer „%num%“ für „%code%“ wurde an eBay gesendet.
Shipping status for eBay order was updated to Shipped.,Der Versandstatus für die eBay-Bestellung wurde auf „verschickt“ aktualisiert.
Dispute cannot be opened. Reason: Dispute explanation is not defined.,Der Fall kann nicht geöffnet werden. Grund: Die Beschreibung des Falls ist nicht definiert.
Dispute cannot be opened. Reason: Dispute reason is not defined.,Der Fall kann nicht geöffnet werden. Grund: Der Grund des Falls ist nicht definiert.
Unpaid Item Process was not open for item #%id%. Reason: %msg%,Vorgehensweise bei nicht bezahlten Artikeln wurde  für Artikelnummer %id% nicht geöffnet. Grund: %msg%
Unpaid Item Process was not open for item #%id%. Reason: eBay failure. Please try again later.,Vorgehensweise bei nicht bezahlten Artikeln wurde  für Artikelnummer %id% nicht geöffnet. Grund: Fehler bei eBay. Bitte versuchen Sie es später noch einmal.
Unpaid Item Process for item #%id% has been initiated.,Vorgehensweise bei nicht bezahlten Artikeln wurde für Artikelummer. %id% eingeleitet.
"Action was not completed (Item: %item_id%, Transaction: %trn_id%). Reason: %msg%","Die Aktion wurde nicht abgeschlossen (Artikel: %item_id%, Transaktion: %trn_id%). Grund: %msg%"
"Shipping status was not updated (Item: %item_id%, Transaction: %trn_id%). Reason: %msg%","Der Versandstatus wurde nicht aktualisiert (Artikel: %item_id%, Transaktion: %trn_id%). Grund: %msg%"
"Shipping status was not updated (Item: %item_id%, Transaction: %trn_id%). Reason: eBay Failure.","Der Versandstatus wurde nicht aktualisiert (Artikel: %item_id%, Transaktion: %trn_id%). Grund: Fehler bei eBay."
"Tracking number ""%num%"" for ""%code%"" has been sent to eBay (Item: %item_id%, Transaction: %trn_id%).","Die Sendungsnummer „%num%“ für „%code%“ wurde an eBay gesendet (Artikel: %item_id%, Transaktion: %trn_id%)."
"Order item has been marked as shipped (Item: %item_id%, Transaction: %trn_id%).","Der Artikel wurde als „verschickt“ markiert (Artikel: %item_id%, Transaktion: %trn_id%)."
Other listings locked by other process.,Die anderen Angebote sind durch einen anderen Prozess gesperrt.
The item either is listed or not available,Der Artikel wurde entweder eingestellt oder ist nicht verfügbar
The item either is not listed or not available,Der Artikel wurde entweder nicht eingestellt oder ist nicht verfügbar
Communication with eBay is started. Please wait...,Die Kommunikation mit eBay wurde gestartet. Bitte warten Sie...
Please wait...,Bitte warten Sie...
product(s) with id(s),Produkt(e) mit Artikelnummer(n)
Communication with eBay is finished. Please wait...,Die Kommunikation mit eBay ist abgeschlossen. Bitte warten Sie...
"Item status was successfully changed to ""Listed"".",Der Artikelstatus wurde in „eingestellt“ geändert.
"Item status was successfully changed to ""Sold"".",Der Artikelstatus wurde in „verkauft“ geändert.
"Item status was successfully changed to ""Stopped"".",Der Artikelstatus wurde in „angehalten“ geändert.
"Item status was successfully changed to ""Finished"".",Der Artikelstatus wurde in „beendet“ geändert.
Item was successfully added,Artikel wurde hinzugefügt
Method require loaded instance first,Für diese Methode muss zuerst die Instanz geladen werden
Invalid listing type in attribute.,Ungültiger Angebotstyp im Attribut.
Payment status was updated to Paid on eBay.,Der Zahlungsstatus wurde bei eBay auf „bezahlt“ aktualisiert.
Shipping status was updated to Shipped on eBay.,Der Versandstatus wurde bei eBay auf „verschickt“ aktualisiert.
Buyer has changed the shipping address of this order at the time of completing payment on eBay.,Der Käufer hat die Lieferadresse für diese Bestellung zum Zeitpunkt des Zahlungsabschlusses bei eBay geändert.
Duplicated eBay orders with ID #%id%.,Doppelte eBay-Bestellung mit der Nummer %id%.
Order Creation Rules were not met. Press Create Order button at Order view page to create it anyway.,"Die Regeln zum Erstellen von Bestellungen wurden nicht eingehalten. Klicken Sie auf „Bestellung erstellen“ auf der Übersichtsseite der Bestellungen, um die Bestellung trotzdem zu erstellen."
Magento Order #%order_id% should be canceled as new combined eBay order #%new_id% was created.,"Die Magento-Bestellung %order_id% sollte storniert werden, da eine neue kombinierte eBay-Bestellnr. %new_id% erstellt wurde."
eBay Order #%old_id% was deleted as new combined order #%new_id% was created.,"Die eBay-Bestellung %order_id% wurde gelöscht, da die neue kombinierte Bestellnr. %new_id% erstellt wurde."
Unable to create directory '%directory%'.,Das Verzeichnis „%directory%“ konnte nicht erstellt werden.
Image %url% was not downloaded.,Das Bild %url% wurde nicht heruntergeladen.
Product import is disabled in eBay Account settings.,Das Importieren von Produkten ist in den Einstellungen des eBay-Mitgliedskontos deaktiviert.
Data obtaining for eBay Item failed. Please try again later.,Der Abruf der Daten für den eBay-Artikel ist fehlgeschlagen. Bitte versuchen Sie es später noch einmal.
Product for eBay Item #%id% was created in Magento catalog.,Produkt für eBay-Artikelnr. %id% wurde im Magento-Katalog erstellt.
Magento Order creation for items listed by M2E Pro is disabled in Account settings.,Die Erstellung von Magento-Bestellungen für mit M2E Pro eingestellte Artikel ist in den Kontoeinstellungen deaktiviert.
Magento Order creation for items listed by 3rd party software is disabled in Account settings.,Die Erstellung von Magento-Bestellungen für mit Drittanbieter-Software eingestellte Artikel ist in den Kontoeinstellungen deaktiviert.
Product import is disabled in Account settings.,Das Importieren von Produkten ist in den Kontoeinstellungen deaktiviert.
Not Selected Yet,Noch nicht ausgewählt
eBay Shipping,eBay-Versand
Checkout Message From Buyer,Nachricht des Käufers lesen
Customer with ID specified in eBay account settings does not exist.,Der Kunde mit der in den eBay-Kontoeinstellungen angegebenen ID existiert nicht.
Magento Order was canceled.,Die Magento-Bestellung wurde storniert.
Magento Order cannot be canceled.,Die Magento-Bestellung kann nicht storniert werden.
"Task ""Update Listings Products"" is started. Please wait...",Die Aufgabe „Produkte in Angeboten aktualisieren“ wurde gestartet. Bitte warten Sie...
"Task ""Update Listings Products"" is finished. Please wait...",Die Aufgabe „Produkte in Angeboten aktualisieren“ wurde abgeschlossen. Bitte warten Sie...
"Task ""Update Listings Products"" for eBay account: ""%s"" is started. Please wait...",Die Aufgabe „Produkte in Angeboten aktualisieren“ für eBay-Mitgliedskonto „%s“ wurde gestartet. Bitte warten Sie...
"Task ""Default Synchronization"" is started. Please wait...",Die Aufgabe „Standard-Synchronisierung“ wurde gestartet. Bitte warten Sie...
"Task ""Default Synchronization"" is finished. Please wait...",Die Aufgabe „Standard-Synchronisierung“ wurde abgeschlossen. Bitte warten Sie...
"The ""Receive"" action is started. Please wait...",Die Aktion „Empfangen“ wurde gestartet. Bitte warten Sie...
"The ""Receive"" action is finished. Please wait...",Die Aktion „Empfangen“ wurde abgeschlossen. Bitte warten Sie...
